PLOT,yr,plot,lat,long,n_trees,agb
1365,2019,1365,42.081432,-74.675116,0,0
1366,2015,1366,42.44819699999999,-78.09819599999996,34,19034.45417
1367,2016,1367,42.439481,-77.69264,0,0
1368,2013,1368,43.39470200000003,-74.88248999999998,48,23154.805216
1369,2019,1369,42.607817000000026,-74.00914999999995,55,30584.860918
1370,2013,1370,44.22806300000001,-75.79508000000006,28,5965.954383
1371,2016,1371,44.308588000000036,-75.09995200000002,39,23099.175801999998
1374,2014,1374,42.62568299999999,-78.038793,31,36195.835268
1375,2013,1375,42.923685,-74.666868,0,0
1376,2017,1376,42.881151,-76.01488,0,0
1377,2014,1377,43.321323,-76.557731,0,0
1378,2015,1378,40.875602,-73.807521,33,26979.526868999998
1379,2016,1379,43.36103099999999,-73.89511700000001,32,0
1380,2014,1380,42.89507600000001,-74.97899599999997,43,26991.300107000003
1381,2014,1381,42.924959,-78.739612,0,0
1382,2015,1382,42.765314,-78.654456,0,0
1383,2016,1383,42.84673999999999,-75.167552,16,4770.153785
1384,2014,1384,43.350688,-75.57124400000005,37,15236.012933999998
1385,2013,1385,43.507769,-75.356438,0,0
1386,2014,1386,44.124839,-75.659835,0,0
1387,2015,1387,42.555532999999976,-78.63425400000004,27,24623.336749999995
1388,2019,1388,42.139948,-78.53302200000005,48,20529.635135
1389,2013,1389,43.719420999999926,-75.97076399999996,73,27536.514723000004
1393,2013,1393,42.28914299999999,-76.67738700000002,36,23424.734196999998
1395,2015,1395,43.59696499999997,-74.90226900000005,44,22991.758989
1396,2014,1396,43.031935,-74.750578,0,0
1398,2016,1398,42.16986999999996,-75.26606099999994,46,16218.614128999998
1399,2016,1399,44.859574999999964,-74.535441,43,5449.663890000001
1400,2017,1400,42.01878299999999,-78.824796,34,63060.361145999996
1401,2016,1401,42.29876199999997,-75.86323600000003,39,17530.060665000005
1402,2015,1402,41.95360600000002,-74.74704500000004,44,23915.893638999998
1403,2017,1403,44.92661900000001,-74.451003,9,2657.427454
1404,2014,1404,44.046883,-75.733495,0,0
1405,2017,1405,44.00212400000004,-75.29821600000002,45,31485.759505999995
1406,2017,1406,43.948025,-76.022192,0,0
1407,2019,1407,41.318834,-73.926578,8,5135.660127
1408,2019,1408,43.787320999999906,-74.48953999999983,98,17038.620634000003
1410,2019,1410,41.94504200000003,-74.30289399999997,26,0
1412,2014,1412,42.319624,-74.870523,8,1888.568354
1414,2013,1414,40.74090999999999,-73.59340499999999,10,2480.94982
1415,2019,1415,43.83901500000001,-74.23475999999995,44,25805.346506000005
1416,2019,1416,42.393956,-78.58997,0,0
1417,2019,1417,42.404182,-74.672732,9,12865.092572999998
1418,2016,1418,44.1196799999999,-73.76266899999993,98,21592.869190999998
1419,2014,1419,42.56561400000004,-74.45035000000004,51,27259.650136999993
1421,2016,1421,42.38665999999998,-73.877271,32,31654.192767
1422,2016,1422,40.613633,-74.153955,0,0
1423,2017,1423,43.533693999999976,-75.234637,47,26329.817983
1424,2014,1424,42.762608999999976,-74.18382399999999,29,11260.418912000001
1425,2014,1425,42.828316000000015,-74.35395699999998,35,10451.631076
1426,2016,1426,43.664133,-73.490165,31,24643.072496
1427,2019,1427,42.388147,-78.205004,0,0
1429,2015,1429,42.066471,-73.906026,0,0
1430,2017,1430,42.679855,-74.351319,0,0
1431,2018,1431,42.820338,-75.826263,0,0
1432,2014,1432,43.16347300000001,-73.56085100000001,36,34079.395578999996
1433,2019,1433,42.89975800000001,-75.565124,29,15476.172483999999
1435,2018,1435,42.433292,-77.859113,0,0
1436,2016,1436,42.485908,-78.57231,22,3004.747349
1438,2013,1438,44.00318299999997,-75.76215599999988,61,13088.2482
1439,2015,1439,42.29254099999994,-76.99166599999992,75,25187.511947
1441,2019,1441,44.58410400000002,-74.24827999999992,48,13575.159153
1442,2013,1442,42.23445300000001,-73.62019699999999,11,10834.580608
1443,2014,1443,43.817931,-76.015971,0,0
1444,2013,1444,42.18276599999999,-77.12553900000006,31,15341.018561000003
1445,2015,1445,42.596653,-74.129302,0,0
1446,2014,1446,43.452095,-76.116023,0,0
1447,2017,1447,42.622856,-73.819166,0,0
1448,2018,1448,44.381992,-75.177541,1,2.52578
1452,2014,1452,44.01038500000003,-74.45526400000003,42,17536.20532
1453,2014,1453,43.19557899999998,-76.98152000000003,25,10911.391626999999
1454,2018,1454,43.397471000000074,-73.45882999999994,69,23429.346975999997
1455,2016,1455,42.443290999999995,-74.50075400000001,11,0
1456,2015,1456,42.756730000000005,-77.39535500000007,38,22914.154269999992
1457,2016,1457,42.971072,-73.454235,0,0
1458,2018,1458,42.10854500000003,-74.36529100000003,29,11322.640326
1459,2019,1459,43.47350400000003,-73.38416700000003,38,0
1460,2018,1460,42.913607,-73.953974,0,0
1462,2019,1462,41.48222800000003,-74.18021600000006,43,29599.664363
1463,2013,1463,41.99683300000002,-74.73186699999998,23,23083.143496
1464,2016,1464,44.46989100000008,-74.10248200000002,91,14024.961835000002
1465,2018,1465,41.821514,-74.882103,0,0
1466,2016,1466,42.23820400000005,-74.12159800000002,64,41168.88783100001
1468,2016,1468,41.253602,-74.455072,30,9044.645953
1470,2017,1470,43.337174,-78.413534,0,0
1472,2013,1472,43.160135000000004,-73.92934100000001,32,15894.319710000003
1473,2015,1473,43.430626,-75.49641,0,0
1475,2018,1475,41.343255,-74.654758,38,10887.871465
1477,2016,1477,43.315829,-78.657716,0,0
1478,2015,1478,42.737473,-74.031264,0,0
1480,2014,1480,43.25212000000005,-79.01053300000002,45,30869.872846000002
1481,2017,1481,42.69488700000003,-76.684552,33,29524.761238000003
1482,2013,1482,42.083527,-74.847123,25,8923.493331000001
1484,2019,1484,43.034059000000006,-76.059925,6,8535.497105999999
1485,2015,1485,43.485052,-73.851892,0,0
1486,2017,1486,43.872385,-75.57115,0,0
1487,2016,1487,42.54266,-76.412519,0,0
1488,2016,1488,42.02953300000001,-74.27146700000002,17,14458.659571
1489,2019,1489,41.892838,-74.822145,0,0
1490,2018,1490,42.238847,-73.678342,0,0
1491,2015,1491,44.69280400000002,-73.91023799999998,29,3531.562614000001
1492,2014,1492,44.07943800000008,-74.09747400000008,82,22971.691410000007
1493,2019,1493,42.205402999999976,-77.13122599999998,50,37887.162041999996
1494,2013,1494,42.931979,-76.07526,0,0
1495,2014,1495,44.00551700000004,-73.50947799999996,60,7133.371933
1496,2016,1496,44.117742,-76.323931,5,114.64504099999999
1497,2013,1497,40.78367200000001,-73.04215999999998,21,9072.157485
1498,2013,1498,41.45038499999999,-74.33635200000002,26,10940.929799999998
1499,2019,1499,43.317755,-78.725202,0,0
1500,2016,1500,42.424849,-75.415875,0,0
1501,2015,1501,43.015178,-74.34801500000002,18,5775.0315709999995
1502,2017,1502,42.462246000000036,-76.79260100000008,59,23893.624968
1505,2013,1505,43.20490700000003,-76.43347899999998,35,20617.854107000003
1509,2015,1509,42.128775000000005,-77.116877,15,0
1510,2017,1510,43.23982900000001,-74.52247899999999,28,32992.850479999994
1511,2017,1511,42.681085,-78.982228,0,0
1512,2015,1512,42.972957,-78.315042,0,0
1513,2019,1513,42.080556,-78.417195,0,0
1514,2015,1514,43.063994999999984,-73.83663400000012,53,23547.769791000002
1515,2015,1515,42.692486,-74.252066,0,0
1516,2018,1516,42.939033,-77.05235,4,5507.832978
1517,2016,1517,42.51649099999998,-75.91362699999996,23,15988.799620999998
1518,2017,1518,43.378616,-76.443781,4,0
1519,2014,1519,41.105789,-73.790104,0,0
1520,2013,1520,43.207553,-75.384254,0,0
1521,2015,1521,42.483357,-75.96482,0,0
1523,2016,1523,40.744037,-73.706812,0,0
1524,2015,1524,44.119733,-76.030698,0,0
1526,2013,1526,42.604774,-78.237358,0,0
1527,2017,1527,42.832321000000015,-75.31930800000005,33,38625.350255
1528,2016,1528,43.34025,-75.415573,0,0
1529,2016,1529,44.627277000000035,-74.13500900000004,57,20266.321526999996
1533,2014,1533,43.77052300000001,-75.492858,16,14553.361841
1535,2015,1535,43.052517999999985,-73.750679,28,36286.825836
1536,2019,1536,41.41753300000002,-74.43569499999995,24,4018.844578
1538,2015,1538,42.48749900000002,-77.94566799999996,42,31472.934239000006
1540,2013,1540,42.201221,-76.383837,0,0
1541,2019,1541,42.61128299999998,-73.60519500000005,35,21999.081538999995
1543,2016,1543,44.31445000000001,-74.19854499999998,28,31402.922392999997
1545,2019,1545,44.87447,-74.979457,0,0
1546,2014,1546,42.178397,-79.51777500000001,7,376.859024
1547,2016,1547,42.18406800000002,-78.80563299999996,44,29615.563761999998
1549,2018,1549,42.161798,-75.00620499999997,27,26010.603524
1551,2016,1551,43.493795,-76.410045,0,0
1553,2019,1553,42.188525000000006,-74.63392699999999,11,3314.5191760000002
1555,2015,1555,40.831202,-73.098849,0,0
1556,2015,1556,44.26821399999996,-74.59538299999998,39,13921.028742000002
1557,2014,1557,42.399268000000006,-77.81617900000006,72,35266.17157899999
1559,2015,1559,41.717829,-74.32120799999998,13,375.85759499999995
1560,2014,1560,44.417646999999995,-74.71428799999995,30,14992.074945
1561,2016,1561,42.388334,-75.088382,0,0
1562,2016,1562,42.490396,-78.935962,0,0
1564,2017,1564,42.42938200000002,-73.42615299999993,41,34380.763895
1566,2019,1566,44.37330700000002,-74.58443399999999,44,18377.900884000002
1567,2018,1567,43.89758799999997,-74.75672,65,0
1568,2017,1568,40.749564,-73.680841,0,0
1570,2019,1570,43.265645,-78.958855,3,2849.811112
1571,2018,1571,42.23548400000003,-74.25335399999996,47,0
1572,2015,1572,41.80177299999999,-73.528262,7,7858.305396
1573,2018,1573,42.818925,-75.992884,0,0
1574,2017,1574,44.56842800000001,-74.746359,22,6371.82735
1575,2015,1575,42.400585,-75.689068,0,0
1576,2017,1576,42.38454700000006,-76.33626099999995,52,26921.195999
1577,2018,1577,44.023592,-75.24529399999994,49,30051.896010999997
1579,2018,1579,41.224033,-73.521894,0,0
1581,2016,1581,42.84358399999999,-77.28455899999996,26,16812.024071
1583,2016,1583,42.74186899999997,-75.31516999999998,38,21890.612879999997
1584,2015,1584,44.807004999999975,-74.80710300000007,54,14784.437272
1585,2014,1585,44.51572100000005,-73.90913600000012,63,22013.789306
1586,2014,1586,42.217112,-77.727316,0,0
1587,2016,1587,43.63997700000003,-74.07732100000007,43,25796.388209
1588,2013,1588,42.83157200000003,-76.10987400000003,33,43656.575563
1589,2018,1589,44.77718,-74.555244,0,0
1590,2016,1590,44.97234699999996,-73.55873100000005,42,5491.394482
1591,2013,1591,42.35358599999998,-76.454109,27,10166.022213000002
1592,2019,1592,43.29925400000001,-78.35467900000002,29,14858.61045
1593,2018,1593,42.45985700000001,-73.397247,14,8565.525674
1595,2014,1595,43.302097,-73.456011,0,0
1596,2014,1596,42.450991,-77.081114,0,0
1598,2016,1598,44.515378,-75.278277,2,1704.478418
1599,2014,1599,40.783962,-72.859932,0,0
1602,2015,1602,40.779459,-73.356699,0,0
1603,2017,1603,41.35758799999999,-73.61396800000003,20,5890.507216999999
1604,2018,1604,44.599251000000024,-74.850825,36,23443.342428000004
1605,2014,1605,42.602265,-78.589704,1,0
1606,2017,1606,43.24191300000002,-75.77901599999997,43,3103.335421
1608,2013,1608,42.358012,-79.125408,0,0
1610,2013,1610,42.77934300000001,-78.31966400000005,25,16752.155020000002
1611,2016,1611,42.29251799999998,-78.97831499999997,36,11238.525650000001
1614,2014,1614,43.253696,-76.58284100000002,10,0
1615,2015,1615,41.314024,-74.384303,0,0
1617,2018,1617,42.329623000000026,-79.34215399999995,51,16340.950085999999
1618,2018,1618,42.983291,-77.146793,0,0
1619,2019,1619,42.085939,-76.626864,0,0
1621,2013,1621,43.86981199999997,-73.90383699999994,49,19611.837741
1623,2015,1623,43.15598700000005,-76.0309470000001,62,11953.408173999998
1624,2019,1624,42.022506,-74.085016,8,9463.150523
1625,2013,1625,43.38652100000001,-74.701736,24,9990.292775000002
1626,2019,1626,42.821829,-74.811964,0,0
1627,2018,1627,41.45280300000001,-74.07780100000001,8,0
1628,2018,1628,41.793028,-74.910612,0,0
1630,2014,1630,44.42724799999997,-74.15500599999997,86,8970.811865
1631,2019,1631,42.682352,-77.190823,3,3951.4416610000003
1632,2018,1632,42.122981,-79.582516,0,0
1635,2016,1635,42.193122,-77.158093,0,0
1636,2016,1636,42.00234700000004,-76.74089899999993,46,24819.84408
1637,2018,1637,42.478319999999975,-79.23135099999998,21,15191.132475999999
1638,2018,1638,42.04636299999999,-78.24481699999997,31,14223.598674
1639,2018,1639,42.291572,-75.33191,0,0
1640,2015,1640,42.308417,-75.734889,0,0
1641,2019,1641,42.000766,-78.639821,0,0
1642,2013,1642,42.13235800000001,-79.40798899999997,35,3673.371825
1644,2014,1644,42.791957,-78.105873,0,0
1645,2019,1645,42.78562600000004,-75.16980199999993,47,11321.801327000001
1646,2019,1646,43.84234100000001,-75.66184299999996,47,12921.115633999998
1647,2015,1647,42.013211,-77.122667,0,0
1649,2018,1649,42.035136,-74.337908,0,0
1650,2018,1650,43.587774999999986,-75.71345299999999,36,19189.194784
1653,2013,1653,41.83636399999995,-74.6544130000001,62,22040.755584000002
1654,2018,1654,42.424522,-76.604414,0,0
1655,2017,1655,43.149247,-76.394937,0,0
1657,2019,1657,43.160479,-78.870899,0,0
1658,2015,1658,41.26175799999999,-73.783644,14,4685.495411
1660,2014,1660,42.461932,-76.68267,0,0
1661,2015,1661,42.37311599999999,-79.03288399999998,26,0
1663,2015,1663,43.767567000000035,-74.76387900000005,38,35327.249356
1664,2014,1664,42.20919699999999,-76.964344,33,20016.379547
1665,2013,1665,43.087647,-78.651488,0,0
1666,2017,1666,44.700113,-73.484484,0,0
1667,2017,1667,44.708677999999985,-74.780354,30,3285.9507129999997
1668,2013,1668,44.817414,-74.280669,0,0
1669,2014,1669,43.045259,-78.628429,0,0
1671,2018,1671,42.74856999999998,-75.90891700000006,41,13563.547852999998
1672,2018,1672,43.706458000000076,-74.5515340000001,85,14137.565043999992
1674,2013,1674,43.087594,-76.881116,0,0
1675,2013,1675,42.923935,-78.242208,0,0
1678,2013,1678,42.258783,-77.196149,0,0
1679,2019,1679,43.316567,-74.975989,0,0
1681,2014,1681,43.013243,-78.858099,0,0
1682,2016,1682,42.73788100000001,-74.34270799999994,28,6381.0305610000005
1685,2019,1685,42.878743,-78.627152,0,0
1687,2017,1687,42.733088,-78.780007,0,0
1688,2015,1688,42.087771,-77.256737,0,0
1689,2018,1689,42.111581,-79.263399,16,5253.089033
1690,2017,1690,44.35873700000001,-74.88271600000003,36,14022.610923999999
1691,2016,1691,42.08125999999999,-77.926761,31,7999.611556000001
1692,2017,1692,43.068481,-76.25611,0,0
1693,2013,1693,41.66579700000004,-74.41551899999999,37,25365.364551000006
1694,2016,1694,42.866757,-74.244262,0,0
1695,2015,1695,44.30390100000002,-74.47272299999996,50,21189.523039999996
1696,2018,1696,43.687153,-76.168807,0,0
1697,2016,1697,43.95314299999997,-74.73800100000003,40,13320.196991
1698,2014,1698,42.49969,-76.871255,0,0
1700,2015,1700,42.845002,-73.730826,0,0
1701,2017,1701,43.35732599999998,-74.99049899999993,67,12859.975325
1702,2018,1702,42.293397000000006,-74.93793699999996,28,35624.442725
1703,2018,1703,44.531988000000005,-75.136531,8,2508.617481
1704,2014,1704,41.161896,-73.81141800000002,30,25923.228346000004
1706,2019,1706,44.78714300000001,-74.35565399999997,29,12708.584569
1707,2018,1707,44.326753999999994,-74.10528400000005,38,11175.669381
1708,2013,1708,42.85673999999999,-75.770236,17,1580.5747779999997
1710,2016,1710,43.19714,-77.83773199999997,22,25040.435272000002
1711,2015,1711,43.28907400000002,-73.870941,38,21717.186882000005
1713,2016,1713,44.10321599999998,-75.05178400000008,43,19885.377142999998
1715,2013,1715,44.16866499999997,-74.91852999999995,43,18720.155598
1716,2019,1716,42.555371,-74.592966,16,0
1717,2015,1717,44.83350800000003,-75.15116500000012,61,11621.912611
1718,2013,1718,42.11494599999998,-78.54980500000006,38,20335.342350000003
1719,2015,1719,44.56341999999997,-74.40222499999997,37,14044.099268
1720,2013,1720,42.728918,-76.400954,0,0
1722,2018,1722,42.385761,-79.10132400000006,38,26291.184426999993
1726,2016,1726,42.344913000000005,-79.008646,18,10231.283849
1727,2018,1727,42.64808599999997,-77.58272799999996,44,22157.508058000003
1730,2019,1730,44.42065200000001,-74.76877599999995,35,28025.28961
1732,2018,1732,43.49390399999999,-75.399679,12,0
1734,2019,1734,44.02376800000001,-75.391844,23,28382.74191
1735,2013,1735,43.168055000000024,-77.01338200000005,36,13908.990463
1737,2014,1737,42.611295,-73.741905,0,0
1738,2019,1738,42.45739000000001,-74.62542299999997,51,4771.375111
1740,2016,1740,42.284422,-78.849397,0,0
1741,2016,1741,41.16594,-73.980411,0,0
1743,2015,1743,42.062014,-79.698197,0,0
1744,2015,1744,44.133941999999976,-74.67292600000007,50,24246.914811000002
1746,2019,1746,44.26114899999999,-74.10478700000004,35,27165.716629
1747,2017,1747,41.89048000000002,-75.05148499999997,55,18206.208292999996
1748,2015,1748,43.952524,-74.82921,13,342.662487
1750,2017,1750,42.183151999999986,-78.590021,26,5184.629097999999
1751,2014,1751,42.68293899999999,-75.361519,8,1958.101975
1752,2018,1752,42.281372,-77.074471,0,0
1753,2017,1753,42.16177800000001,-79.10711799999997,19,28238.023711
1754,2016,1754,44.300071000000045,-73.806646,38,14852.360043
1755,2019,1755,43.321480000000015,-75.33218600000006,42,0
1759,2017,1759,42.19021299999999,-78.26303499999996,63,18981.764857
1763,2013,1763,42.99644700000001,-76.735705,3,9458.963379
1765,2017,1765,42.146495999999985,-79.45455300000002,22,15490.223369000001
1766,2017,1766,42.750659,-77.681707,0,0
1768,2019,1768,40.948005,-72.98727,0,0
1769,2013,1769,42.27633,-76.302848,4,1601.936621
1770,2015,1770,42.68602899999998,-74.73429100000007,42,0
1771,2016,1771,44.371289,-74.511036,2,0
1772,2017,1772,43.039969,-74.847349,5,983.7097110000001
1773,2015,1773,42.925121999999995,-78.52968299999999,20,10733.648719
1774,2019,1774,42.429372,-73.733676,0,0
1775,2017,1775,42.67319300000003,-75.96540400000002,52,13827.605746
1777,2018,1777,44.20986800000001,-75.06857799999996,28,8127.699536
1778,2015,1778,42.28263,-78.928605,0,0
1781,2015,1781,44.107313999999946,-73.78185699999996,94,20689.814549000006
1783,2015,1783,43.157151,-78.551695,0,0
1784,2014,1784,43.96556800000003,-74.07154099999991,53,20006.033674000002
1785,2017,1785,43.83706499999999,-74.30478300000003,42,25781.988964000004
1786,2018,1786,44.0472,-75.938294,0,0
1787,2017,1787,43.70921399999998,-74.92075900000005,31,13845.84054
1788,2014,1788,42.075113,-76.239592,0,0
1789,2015,1789,42.881253,-76.597883,0,0
1790,2013,1790,42.35401700000008,-77.6844199999999,74,9707.446245000001
1791,2014,1791,42.622998,-77.83662400000001,14,1747.821582
1792,2019,1792,43.625373,-76.075966,0,0
1794,2015,1794,43.45438800000005,-75.08756600000005,51,19929.665496999998
1795,2015,1795,43.821198999999986,-73.57956599999994,29,6034.45224
1797,2015,1797,44.398098,-75.083671,9,2907.001802
1798,2017,1798,44.976325,-74.042845,0,0
1799,2018,1799,43.206787999999975,-75.02683299999993,42,29703.447876
1800,2019,1800,40.800398,-73.061556,0,0
1801,2019,1801,42.644663,-77.759603,0,0
1803,2015,1803,43.50579900000002,-73.46646199999999,13,6566.733332
1805,2019,1805,42.933598,-73.573734,0,0
1806,2018,1806,42.10653499999995,-74.53452800000004,49,23467.951908000003
1807,2014,1807,43.24858799999999,-77.80271700000002,11,2776.8988289999998
1808,2019,1808,43.46233499999998,-74.86228399999995,47,23779.752833999995
1809,2017,1809,43.637385,-75.55359499999994,55,24361.693012999996
1810,2018,1810,42.63611199999999,-74.51290299999998,7,2875.388508
1811,2016,1811,42.29009199999998,-74.26055099999999,35,32903.326102
1812,2014,1812,40.662963,-73.416527,0,0
1813,2018,1813,43.79698400000001,-74.31709300000007,38,33893.111984
1814,2017,1814,42.707564,-77.147696,0,0
1815,2019,1815,42.24817,-74.435688,0,0
1816,2017,1816,42.258972,-78.010409,0,0
1817,2019,1817,43.264157,-75.539447,0,0
1820,2017,1820,44.75421200000002,-74.24886400000004,50,17727.65034
1821,2015,1821,42.46152600000002,-73.80478999999997,24,32655.025967
1825,2019,1825,43.611482999999964,-75.14642199999993,45,23339.101171000002
1826,2016,1826,42.58473699999999,-73.43701300000001,30,9893.746648999999
1827,2014,1827,42.346992,-74.817493,17,9313.496247
1829,2017,1829,42.06411400000001,-76.348741,28,0
1831,2014,1831,42.287769,-75.048118,0,0
1832,2013,1832,40.859321,-73.172928,0,0
1833,2014,1833,42.38795000000003,-73.94745700000007,43,37280.481982
1834,2017,1834,42.811016,-77.141843,4,255.384006
1835,2019,1835,44.26330300000003,-74.53974199999996,67,7544.0385400000005
1837,2013,1837,42.007888000000015,-78.42388699999997,32,8387.604653999999
1839,2018,1839,42.385721,-75.06804699999999,22,0
1840,2016,1840,44.421254000000005,-74.80926900000003,29,6612.120098
1841,2016,1841,42.65995900000001,-78.135589,31,24419.403006000004
1844,2013,1844,43.311392999999974,-75.85265100000001,34,18713.399222
1846,2014,1846,42.07559300000002,-74.262244,45,18545.158397
1847,2015,1847,42.371543,-74.055338,0,0
1848,2019,1848,41.755832,-74.031227,0,0
1849,2016,1849,42.384222,-78.473609,0,0
1850,2017,1850,44.452401999999935,-74.08340399999999,69,18766.471064999994
1851,2016,1851,43.69649100000005,-74.73664900000013,90,19688.426866
1852,2013,1852,44.302395,-75.56703599999994,53,0
1854,2018,1854,41.61609799999998,-74.67430299999991,48,23853.135365000002
1855,2018,1855,43.429775,-75.377128,2,0
1856,2017,1856,42.85327299999997,-78.18232600000005,24,33468.309842
1857,2016,1857,43.443117,-74.437967,0,0
1859,2018,1859,43.037577999999996,-76.752121,34,38040.647623000004
1860,2016,1860,42.85965,-77.827138,0,0
1861,2018,1861,43.15539799999998,-74.37711899999985,80,25016.44758
1864,2014,1864,42.593017,-77.681772,0,0
1865,2019,1865,44.933386,-74.226203,0,0
1866,2015,1866,42.54572,-76.485553,0,0
1869,2014,1869,42.304825,-73.56409200000003,31,30368.246590000002
1871,2018,1871,42.044300000000014,-79.48452899999995,42,46087.135589
1872,2015,1872,41.42498799999999,-73.98097000000001,20,30037.094804
1873,2015,1873,43.514756999999975,-74.74061500000005,42,22233.014825
1874,2019,1874,40.637312,-74.193413,0,0
1877,2017,1877,42.323216,-74.60662099999995,37,40678.916606000006
1879,2018,1879,41.947183,-74.46516999999996,33,17618.058139
1880,2014,1880,43.199664,-78.236755,0,0
1881,2015,1881,43.401015,-75.158821,0,0
1882,2015,1882,44.037707,-75.514292,0,0
1883,2013,1883,43.694361,-75.604443,5,262.013175
1885,2015,1885,44.09116500000002,-76.148774,19,0
1887,2016,1887,42.44172700000001,-77.876815,16,5921.65617
1889,2016,1889,40.85847199999994,-72.73116299999995,52,11794.690926999998
1890,2016,1890,42.964915000000005,-78.306483,9,2094.292782
1891,2015,1891,42.656573,-76.580715,0,0
1892,2016,1892,40.961105,-73.734986,0,0
1893,2016,1893,43.784027,-75.427058,0,0
1895,2014,1895,43.134685,-78.786763,0,0
1896,2016,1896,42.981242999999985,-76.025312,17,1393.814832
1898,2017,1898,43.24324,-75.421692,0,0
1899,2013,1899,43.61596599999997,-73.831125,66,25802.193178000005
1901,2013,1901,44.94860700000001,-74.00645299999998,20,218.26734799999997
1902,2014,1902,43.359816,-78.130582,0,0
1904,2015,1904,43.370034,-76.140478,0,0
1905,2018,1905,44.812974,-74.52755,0,0
1908,2018,1908,44.08646099999998,-74.49490200000007,78,12947.736727
1910,2016,1910,41.780949,-73.858383,0,0
1911,2017,1911,43.32455399999996,-76.6367220000001,66,19011.018689
1912,2018,1912,42.14649899999996,-76.313674,46,22348.112204
1913,2018,1913,43.864291999999985,-75.13471600000001,44,16294.069048000001
1914,2014,1914,42.02841399999998,-75.56500000000004,30,22556.365556999997
1915,2013,1915,43.12185399999999,-73.46023700000003,31,15412.009388999999
1916,2016,1916,43.56691999999999,-75.28400999999998,40,23694.135709
1918,2018,1918,42.64569600000001,-73.99412600000002,20,1973.5977830000002
1919,2017,1919,43.335198,-73.93521000000007,39,20428.714122999998
1920,2014,1920,42.81289699999996,-74.13492000000004,63,39542.21615700001
1921,2015,1921,43.62460000000002,-76.11091200000006,31,16098.659055999999
1922,2014,1922,43.535337,-75.323644,0,0
1923,2013,1923,42.686873,-76.800711,0,0
1926,2016,1926,42.410232,-74.792997,13,0
1927,2015,1927,42.288569,-78.452794,5,17864.292039
1929,2016,1929,42.58257200000002,-76.59715700000002,39,10113.018802999999
1930,2013,1930,42.42822099999995,-79.23008799999991,49,14909.386739000001
1931,2013,1931,42.007263,-75.792064,0,0
1932,2013,1932,42.166764,-75.865964,8,1117.403868
1933,2017,1933,42.779424,-73.761352,0,0
1934,2014,1934,42.20901400000002,-76.00589499999995,35,47422.956284
1936,2018,1936,42.175195,-76.623996,0,0
1937,2017,1937,42.510068000000025,-79.067702,33,0
1938,2019,1938,44.46504000000003,-74.70802400000001,39,14797.140334000002
1940,2017,1940,43.64426200000002,-74.23022200000003,45,39381.430543
1943,2014,1943,42.02880099999997,-77.15115400000005,53,27883.850052
1944,2013,1944,42.485714,-75.117843,0,0
1945,2014,1945,42.857566,-76.823663,0,0
1948,2018,1948,44.56457700000004,-74.47535599999995,46,24638.177022
1949,2013,1949,44.57502599999999,-74.31855700000004,34,25861.537183
1951,2018,1951,42.291682999999956,-76.73100299999994,60,39914.744845999994
1952,2018,1952,44.451528999999994,-74.43121699999999,37,7278.763437
1954,2013,1954,42.145440999999956,-79.56322,42,25085.349233
1955,2017,1955,40.898961000000035,-72.69622600000001,41,7066.199063
1956,2016,1956,43.247112,-75.123603,0,0
1958,2015,1958,43.28862399999999,-76.57623199999993,55,39965.635772999995
1959,2015,1959,42.447902,-77.21085799999997,23,8020.100774999999
1960,2018,1960,42.501952000000024,-76.78345499999992,43,24030.655640000004
1961,2018,1961,42.581132,-73.821619,8,5764.413843
1963,2016,1963,42.37088899999995,-78.09767600000006,73,12077.143785
1964,2019,1964,42.377531,-74.33379,0,0
1965,2014,1965,43.620045,-75.243248,18,14973.154555000001
1966,2017,1966,43.306153,-76.49776400000006,42,24051.538805000004
1967,2014,1967,42.107173000000024,-75.71323699999998,34,34968.884084
1969,2015,1969,43.33558,-76.31076400000002,10,4865.736676999999
1970,2018,1970,43.046105,-74.77803,0,0
1971,2017,1971,43.407126,-74.576339,33,35267.785126
1972,2018,1972,43.103148,-75.878533,6,2711.608008
1973,2015,1973,41.885077,-74.546187,0,0
1974,2014,1974,42.27335799999998,-75.76870899999996,40,22850.760919000004
1975,2014,1975,43.62777099999998,-73.61071200000006,55,29342.922730000002
1978,2013,1978,41.419219,-74.202415,0,0
1980,2016,1980,41.96367699999998,-73.57805000000003,36,0
1982,2013,1982,41.601925,-73.735434,0,0
1983,2015,1983,42.855545,-75.883186,0,0
1984,2014,1984,41.416876,-74.174701,0,0
1986,2018,1986,42.01258,-77.43689,0,0
1988,2015,1988,44.240461000000025,-74.81717200000001,35,14025.268556
1990,2017,1990,42.622519000000004,-74.60005600000002,33,0
1991,2013,1991,42.046060000000004,-74.45751399999996,25,28168.867064
1992,2013,1992,43.515175,-74.43171600000004,54,20461.978904000003
1993,2016,1993,42.35370699999999,-78.15030500000006,36,15686.386737
1996,2013,1996,44.589041,-73.495303,0,0
1998,2016,1998,42.25863200000002,-75.83386999999999,59,30323.302791000002
1999,2014,1999,41.331285,-74.616943,0,0
2000,2018,2000,43.13964400000002,-78.29954499999998,34,6390.676742
2001,2014,2001,43.766141000000026,-75.64173799999996,65,23239.022721
2002,2016,2002,44.38223100000001,-75.53646400000001,17,4111.255388
2003,2014,2003,42.984691,-78.035128,0,0
